#    L    TT             EE             TE             PP             TP          
   940   0.143288E+04   0.364613E+02   0.550791E+02   0.343176E+06   0.890676E+02
   941   0.142203E+04   0.367391E+02   0.542367E+02   0.342592E+06   0.882039E+02
   942   0.141128E+04   0.370133E+02   0.533675E+02   0.342009E+06   0.873424E+02
   943   0.140065E+04   0.372836E+02   0.524719E+02   0.341428E+06   0.864830E+02
   944   0.139013E+04   0.375502E+02   0.515503E+02   0.340848E+06   0.856258E+02
   945   0.137972E+04   0.378128E+02   0.506033E+02   0.340270E+06   0.847710E+02
   946   0.136943E+04   0.380714E+02   0.496313E+02   0.339693E+06   0.839186E+02
   947   0.135926E+04   0.383257E+02   0.486348E+02   0.339118E+06   0.830687E+02
   948   0.134922E+04   0.385759E+02   0.476143E+02   0.338543E+06   0.822213E+02
   949   0.133929E+04   0.388218E+02   0.465702E+02   0.337971E+06   0.813765E+02
   950   0.132950E+04   0.390632E+02   0.455030E+02   0.337400E+06   0.805344E+02
   951   0.131983E+04   0.393000E+02   0.444132E+02   0.336830E+06   0.796950E+02
   952   0.131029E+04   0.395322E+02   0.433013E+02   0.336261E+06   0.788584E+02
   953   0.130088E+04   0.397596E+02   0.421676E+02   0.335694E+06   0.780246E+02
   954   0.129160E+04   0.399822E+02   0.410129E+02   0.335129E+06   0.771937E+02
   955   0.128246E+04   0.401999E+02   0.398374E+02   0.334564E+06   0.763657E+02
   956   0.127346E+04   0.404124E+02   0.386418E+02   0.334001E+06   0.755407E+02
   957   0.126459E+04   0.406199E+02   0.374266E+02   0.333440E+06   0.747187E+02
   958   0.125586E+04   0.408222E+02   0.361924E+02   0.332880E+06   0.738997E+02
   959   0.124727E+04   0.410192E+02   0.349401E+02   0.332321E+06   0.730839E+02
   960   0.123883E+04   0.412110E+02   0.336701E+02   0.331764E+06   0.722711E+02
   961   0.123053E+04   0.413974E+02   0.323830E+02   0.331208E+06   0.714616E+02
   962   0.122238E+04   0.415785E+02   0.310797E+02   0.330653E+06   0.706553E+02
   963   0.121438E+04   0.417541E+02   0.297607E+02   0.330100E+06   0.698523E+02
   964   0.120653E+04   0.419242E+02   0.284265E+02   0.329548E+06   0.690526E+02
   965   0.119882E+04   0.420887E+02   0.270778E+02   0.328998E+06   0.682562E+02
   966   0.119127E+04   0.422476E+02   0.257150E+02   0.328449E+06   0.674633E+02
   967   0.118387E+04   0.424007E+02   0.243389E+02   0.327901E+06   0.666738E+02
   968   0.117662E+04   0.425480E+02   0.229498E+02   0.327354E+06   0.658878E+02
   969   0.116952E+04   0.426894E+02   0.215485E+02   0.326809E+06   0.651054E+02
   970   0.116258E+04   0.428249E+02   0.201354E+02   0.326266E+06   0.643265E+02
   971   0.115579E+04   0.429544E+02   0.187112E+02   0.325723E+06   0.635513E+02
   972   0.114916E+04   0.430779E+02   0.172765E+02   0.325182E+06   0.627798E+02
   973   0.114268E+04   0.431953E+02   0.158320E+02   0.324642E+06   0.620120E+02
   974   0.113636E+04   0.433067E+02   0.143782E+02   0.324104E+06   0.612479E+02
   975   0.113020E+04   0.434118E+02   0.129159E+02   0.323567E+06   0.604877E+02
   976   0.112419E+04   0.435108E+02   0.114455E+02   0.323031E+06   0.597313E+02
   977   0.111834E+04   0.436035E+02   0.996791E+01   0.322496E+06   0.589788E+02
   978   0.111265E+04   0.436901E+02   0.848351E+01   0.321963E+06   0.582303E+02
   979   0.110711E+04   0.437704E+02   0.699301E+01   0.321431E+06   0.574857E+02
   980   0.110174E+04   0.438444E+02   0.549697E+01   0.320901E+06   0.567452E+02
   981   0.109653E+04   0.439121E+02   0.399599E+01   0.320371E+06   0.560088E+02
   982   0.109147E+04   0.439735E+02   0.249068E+01   0.319843E+06   0.552765E+02
   983   0.108656E+04   0.440287E+02   0.981621E+00   0.319316E+06   0.545483E+02
   984   0.108182E+04   0.440775E+02  -0.530593E+00   0.318791E+06   0.538244E+02
   985   0.107724E+04   0.441198E+02  -0.204541E+01   0.318267E+06   0.531048E+02
   986   0.107281E+04   0.441558E+02  -0.356230E+01   0.317744E+06   0.523894E+02
   987   0.106854E+04   0.441854E+02  -0.508073E+01   0.317222E+06   0.516784E+02
   988   0.106443E+04   0.442085E+02  -0.660017E+01   0.316702E+06   0.509718E+02
   989   0.106048E+04   0.442252E+02  -0.812008E+01   0.316183E+06   0.502696E+02
   990   0.105668E+04   0.442353E+02  -0.963986E+01   0.315665E+06   0.495719E+02
   991   0.105304E+04   0.442389E+02  -0.111591E+02   0.315148E+06   0.488787E+02
   992   0.104956E+04   0.442360E+02  -0.126770E+02   0.314633E+06   0.481901E+02
   993   0.104623E+04   0.442265E+02  -0.141931E+02   0.314119E+06   0.475061E+02
   994   0.104306E+04   0.442105E+02  -0.157065E+02   0.313606E+06   0.468267E+02
   995   0.104004E+04   0.441881E+02  -0.172168E+02   0.313094E+06   0.461521E+02
   996   0.103718E+04   0.441592E+02  -0.187231E+02   0.312584E+06   0.454822E+02
   997   0.103447E+04   0.441238E+02  -0.202250E+02   0.312075E+06   0.448172E+02
   998   0.103192E+04   0.440820E+02  -0.217217E+02   0.311567E+06   0.441569E+02
   999   0.102952E+04   0.440337E+02  -0.232125E+02   0.311060E+06   0.435016E+02
  1000   0.102727E+04   0.439790E+02  -0.246967E+02   0.310555E+06   0.428511E+02
  1001   0.102517E+04   0.439179E+02  -0.261736E+02   0.310051E+06   0.422057E+02
  1002   0.102322E+04   0.438503E+02  -0.276424E+02   0.309548E+06   0.415652E+02
  1003   0.102141E+04   0.437762E+02  -0.291024E+02   0.309046E+06   0.409297E+02
  1004   0.101975E+04   0.436957E+02  -0.305530E+02   0.308545E+06   0.402992E+02
  1005   0.101822E+04   0.436087E+02  -0.319934E+02   0.308046E+06   0.396738E+02
  1006   0.101684E+04   0.435154E+02  -0.334233E+02   0.307548E+06   0.390533E+02
  1007   0.101559E+04   0.434160E+02  -0.348423E+02   0.307051E+06   0.384379E+02
  1008   0.101449E+04   0.433106E+02  -0.362502E+02   0.306555E+06   0.378276E+02
  1009   0.101352E+04   0.431992E+02  -0.376465E+02   0.306060E+06   0.372224E+02
  1010   0.101269E+04   0.430823E+02  -0.390310E+02   0.305567E+06   0.366222E+02
  1011   0.101199E+04   0.429597E+02  -0.404033E+02   0.305074E+06   0.360271E+02
  1012   0.101142E+04   0.428317E+02  -0.417632E+02   0.304583E+06   0.354371E+02
  1013   0.101097E+04   0.426982E+02  -0.431102E+02   0.304093E+06   0.348523E+02
  1014   0.101067E+04   0.425593E+02  -0.444437E+02   0.303605E+06   0.342725E+02
  1015   0.101049E+04   0.424147E+02  -0.457634E+02   0.303117E+06   0.336979E+02
  1016   0.101043E+04   0.422645E+02  -0.470688E+02   0.302631E+06   0.331285E+02
  1017   0.101052E+04   0.421085E+02  -0.483595E+02   0.302146E+06   0.325642E+02
  1018   0.101072E+04   0.419468E+02  -0.496349E+02   0.301662E+06   0.320051E+02
  1019   0.101104E+04   0.417793E+02  -0.508947E+02   0.301179E+06   0.314512E+02
  1020   0.101150E+04   0.416061E+02  -0.521380E+02   0.300697E+06   0.309025E+02
  1021   0.101207E+04   0.414274E+02  -0.533641E+02   0.300216E+06   0.303590E+02
  1022   0.101276E+04   0.412434E+02  -0.545726E+02   0.299737E+06   0.298207E+02
  1023   0.101355E+04   0.410541E+02  -0.557624E+02   0.299259E+06   0.292876E+02
  1024   0.101446E+04   0.408598E+02  -0.569330E+02   0.298782E+06   0.287598E+02
  1025   0.101547E+04   0.406607E+02  -0.580836E+02   0.298306E+06   0.282373E+02
  1026   0.101659E+04   0.404568E+02  -0.592137E+02   0.297831E+06   0.277200E+02
  1027   0.101781E+04   0.402483E+02  -0.603232E+02   0.297357E+06   0.272080E+02
  1028   0.101912E+04   0.400351E+02  -0.614121E+02   0.296884E+06   0.267013E+02
  1029   0.102055E+04   0.398175E+02  -0.624805E+02   0.296413E+06   0.261999E+02
  1030   0.102206E+04   0.395953E+02  -0.635284E+02   0.295943E+06   0.257038E+02
  1031   0.102368E+04   0.393688E+02  -0.645561E+02   0.295474E+06   0.252131E+02
  1032   0.102538E+04   0.391378E+02  -0.655634E+02   0.295005E+06   0.247277E+02
  1033   0.102719E+04   0.389026E+02  -0.665504E+02   0.294538E+06   0.242476E+02
  1034   0.102909E+04   0.386631E+02  -0.675165E+02   0.294073E+06   0.237730E+02
  1035   0.103108E+04   0.384197E+02  -0.684610E+02   0.293608E+06   0.233037E+02
  1036   0.103316E+04   0.381723E+02  -0.693834E+02   0.293144E+06   0.228398E+02
  1037   0.103531E+04   0.379211E+02  -0.702830E+02   0.292682E+06   0.223812E+02
  1038   0.103755E+04   0.376664E+02  -0.711591E+02   0.292220E+06   0.219281E+02
  1039   0.103986E+04   0.374081E+02  -0.720113E+02   0.291760E+06   0.214805E+02
  1040   0.104224E+04   0.371463E+02  -0.728387E+02   0.291301E+06   0.210382E+02
  1041   0.104470E+04   0.368813E+02  -0.736415E+02   0.290843E+06   0.206014E+02
  1042   0.104722E+04   0.366129E+02  -0.744194E+02   0.290386E+06   0.201701E+02
  1043   0.104980E+04   0.363412E+02  -0.751721E+02   0.289930E+06   0.197443E+02
  1044   0.105245E+04   0.360663E+02  -0.759004E+02   0.289475E+06   0.193239E+02
  1045   0.105517E+04   0.357880E+02  -0.766034E+02   0.289021E+06   0.189090E+02
  1046   0.105794E+04   0.355066E+02  -0.772818E+02   0.288568E+06   0.184997E+02
  1047   0.106077E+04   0.352220E+02  -0.779350E+02   0.288116E+06   0.180958E+02
  1048   0.106366E+04   0.349343E+02  -0.785630E+02   0.287666E+06   0.176975E+02
  1049   0.106661E+04   0.346439E+02  -0.791649E+02   0.287216E+06   0.173048E+02
  1050   0.106960E+04   0.343509E+02  -0.797423E+02   0.286768E+06   0.169176E+02
  1051   0.107264E+04   0.340555E+02  -0.802944E+02   0.286320E+06   0.165359E+02
  1052   0.107572E+04   0.337578E+02  -0.808205E+02   0.285874E+06   0.161598E+02
  1053   0.107885E+04   0.334582E+02  -0.813206E+02   0.285429E+06   0.157893E+02
  1054   0.108202E+04   0.331569E+02  -0.817947E+02   0.284985E+06   0.154243E+02
  1055   0.108522E+04   0.328538E+02  -0.822436E+02   0.284541E+06   0.150648E+02
  1056   0.108846E+04   0.325491E+02  -0.826664E+02   0.284099E+06   0.147108E+02
  1057   0.109173E+04   0.322429E+02  -0.830625E+02   0.283658E+06   0.143623E+02
  1058   0.109503E+04   0.319354E+02  -0.834334E+02   0.283218E+06   0.140193E+02
  1059   0.109835E+04   0.316265E+02  -0.837775E+02   0.282779E+06   0.136817E+02
  1060   0.110170E+04   0.313164E+02  -0.840948E+02   0.282341E+06   0.133497E+02
  1061   0.110507E+04   0.310052E+02  -0.843869E+02   0.281904E+06   0.130230E+02
  1062   0.110846E+04   0.306931E+02  -0.846515E+02   0.281468E+06   0.127018E+02
  1063   0.111187E+04   0.303800E+02  -0.848909E+02   0.281033E+06   0.123860E+02
  1064   0.111530E+04   0.300662E+02  -0.851035E+02   0.280599E+06   0.120756E+02
  1065   0.111873E+04   0.297517E+02  -0.852894E+02   0.280167E+06   0.117706E+02
  1066   0.112217E+04   0.294366E+02  -0.854500E+02   0.279735E+06   0.114710E+02
  1067   0.112562E+04   0.291211E+02  -0.855839E+02   0.279304E+06   0.111768E+02
  1068   0.112907E+04   0.288053E+02  -0.856918E+02   0.278874E+06   0.108879E+02
  1069   0.113253E+04   0.284893E+02  -0.857738E+02   0.278445E+06   0.106044E+02
  1070   0.113599E+04   0.281732E+02  -0.858297E+02   0.278018E+06   0.103262E+02
  1071   0.113944E+04   0.278571E+02  -0.858596E+02   0.277591E+06   0.100533E+02
  1072   0.114289E+04   0.275413E+02  -0.858643E+02   0.277165E+06   0.978574E+01
  1073   0.114632E+04   0.272257E+02  -0.858430E+02   0.276740E+06   0.952346E+01
  1074   0.114975E+04   0.269106E+02  -0.857965E+02   0.276317E+06   0.926647E+01
  1075   0.115317E+04   0.265961E+02  -0.857247E+02   0.275894E+06   0.901474E+01
  1076   0.115657E+04   0.262823E+02  -0.856269E+02   0.275472E+06   0.876827E+01
  1077   0.115996E+04   0.259693E+02  -0.855047E+02   0.275051E+06   0.852705E+01
  1078   0.116333E+04   0.256572E+02  -0.853579E+02   0.274631E+06   0.829107E+01
  1079   0.116666E+04   0.253461E+02  -0.851859E+02   0.274213E+06   0.806030E+01
  1080   0.116999E+04   0.250362E+02  -0.849902E+02   0.273795E+06   0.783474E+01
  1081   0.117328E+04   0.247276E+02  -0.847692E+02   0.273378E+06   0.761438E+01
  1082   0.117655E+04   0.244204E+02  -0.845245E+02   0.272962E+06   0.739920E+01
  1083   0.117978E+04   0.241146E+02  -0.842560E+02   0.272547E+06   0.718919E+01
  1084   0.118298E+04   0.238105E+02  -0.839637E+02   0.272133E+06   0.698435E+01
  1085   0.118615E+04   0.235081E+02  -0.836485E+02   0.271720E+06   0.678464E+01
  1086   0.118928E+04   0.232075E+02  -0.833088E+02   0.271308E+06   0.659007E+01
  1087   0.119237E+04   0.229088E+02  -0.829468E+02   0.270897E+06   0.640063E+01
  1088   0.119542E+04   0.226121E+02  -0.825618E+02   0.270487E+06   0.621629E+01
  1089   0.119842E+04   0.223176E+02  -0.821538E+02   0.270078E+06   0.603705E+01
  1090   0.120138E+04   0.220253E+02  -0.817236E+02   0.269670E+06   0.586289E+01
  1091   0.120430E+04   0.217353E+02  -0.812718E+02   0.269263E+06   0.569381E+01
  1092   0.120716E+04   0.214478E+02  -0.807978E+02   0.268856E+06   0.552978E+01
  1093   0.120997E+04   0.211629E+02  -0.803031E+02   0.268451E+06   0.537081E+01
  1094   0.121272E+04   0.208807E+02  -0.797868E+02   0.268047E+06   0.521686E+01
  1095   0.121543E+04   0.206013E+02  -0.792505E+02   0.267643E+06   0.506794E+01
  1096   0.121807E+04   0.203248E+02  -0.786934E+02   0.267241E+06   0.492403E+01
  1097   0.122067E+04   0.200514E+02  -0.781163E+02   0.266839E+06   0.478511E+01
  1098   0.122320E+04   0.197810E+02  -0.775199E+02   0.266439E+06   0.465119E+01
  1099   0.122567E+04   0.195139E+02  -0.769043E+02   0.266039E+06   0.452223E+01
  1100   0.122808E+04   0.192500E+02  -0.762701E+02   0.265640E+06   0.439823E+01
  1101   0.123042E+04   0.189895E+02  -0.756167E+02   0.265242E+06   0.427918E+01
  1102   0.123270E+04   0.187324E+02  -0.749454E+02   0.264845E+06   0.416505E+01
  1103   0.123491E+04   0.184789E+02  -0.742556E+02   0.264449E+06   0.405579E+01
  1104   0.123706E+04   0.182290E+02  -0.735487E+02   0.264054E+06   0.395139E+01
  1105   0.123913E+04   0.179828E+02  -0.728247E+02   0.263660E+06   0.385181E+01
  1106   0.124113E+04   0.177403E+02  -0.720839E+02   0.263267E+06   0.375701E+01
  1107   0.124306E+04   0.175018E+02  -0.713268E+02   0.262875E+06   0.366697E+01
  1108   0.124491E+04   0.172671E+02  -0.705539E+02   0.262483E+06   0.358165E+01
  1109   0.124669E+04   0.170366E+02  -0.697655E+02   0.262093E+06   0.350102E+01
  1110   0.124839E+04   0.168102E+02  -0.689621E+02   0.261703E+06   0.342504E+01
  1111   0.125001E+04   0.165879E+02  -0.681440E+02   0.261314E+06   0.335369E+01
  1112   0.125156E+04   0.163699E+02  -0.673117E+02   0.260926E+06   0.328694E+01
  1113   0.125303E+04   0.161562E+02  -0.664657E+02   0.260540E+06   0.322474E+01
  1114   0.125442E+04   0.159470E+02  -0.656063E+02   0.260154E+06   0.316708E+01
  1115   0.125572E+04   0.157422E+02  -0.647340E+02   0.259768E+06   0.311391E+01
  1116   0.125695E+04   0.155420E+02  -0.638494E+02   0.259384E+06   0.306520E+01
  1117   0.125809E+04   0.153463E+02  -0.629527E+02   0.259001E+06   0.302093E+01
  1118   0.125915E+04   0.151553E+02  -0.620444E+02   0.258618E+06   0.298105E+01
  1119   0.126012E+04   0.149690E+02  -0.611250E+02   0.258237E+06   0.294555E+01
  1120   0.126100E+04   0.147874E+02  -0.601949E+02   0.257856E+06   0.291437E+01
  1121   0.126181E+04   0.146108E+02  -0.592545E+02   0.257476E+06   0.288750E+01
  1122   0.126252E+04   0.144389E+02  -0.583043E+02   0.257097E+06   0.286491E+01
  1123   0.126314E+04   0.142720E+02  -0.573446E+02   0.256719E+06   0.284654E+01
  1124   0.126368E+04   0.141101E+02  -0.563761E+02   0.256342E+06   0.283239E+01
  1125   0.126412E+04   0.139532E+02  -0.553990E+02   0.255966E+06   0.282241E+01
  1126   0.126447E+04   0.138014E+02  -0.544140E+02   0.255590E+06   0.281657E+01
  1127   0.126474E+04   0.136546E+02  -0.534216E+02   0.255215E+06   0.281484E+01
  1128   0.126491E+04   0.135131E+02  -0.524223E+02   0.254842E+06   0.281718E+01
  1129   0.126499E+04   0.133768E+02  -0.514164E+02   0.254469E+06   0.282357E+01
  1130   0.126499E+04   0.132456E+02  -0.504047E+02   0.254097E+06   0.283398E+01
  1131   0.126489E+04   0.131198E+02  -0.493876E+02   0.253726E+06   0.284836E+01
  1132   0.126471E+04   0.129993E+02  -0.483655E+02   0.253355E+06   0.286669E+01
  1133   0.126443E+04   0.128841E+02  -0.473389E+02   0.252986E+06   0.288894E+01
  1134   0.126406E+04   0.127743E+02  -0.463082E+02   0.252617E+06   0.291507E+01
  1135   0.126360E+04   0.126698E+02  -0.452740E+02   0.252249E+06   0.294505E+01
  1136   0.126305E+04   0.125708E+02  -0.442365E+02   0.251882E+06   0.297885E+01
  1137   0.126240E+04   0.124771E+02  -0.431963E+02   0.251516E+06   0.301644E+01
  1138   0.126166E+04   0.123889E+02  -0.421539E+02   0.251151E+06   0.305778E+01
  1139   0.126084E+04   0.123061E+02  -0.411097E+02   0.250786E+06   0.310284E+01
  1140   0.125991E+04   0.122288E+02  -0.400642E+02   0.250423E+06   0.315159E+01
  1141   0.125889E+04   0.121570E+02  -0.390179E+02   0.250060E+06   0.320401E+01
  1142   0.125779E+04   0.120906E+02  -0.379712E+02   0.249698E+06   0.326004E+01
  1143   0.125659E+04   0.120297E+02  -0.369247E+02   0.249337E+06   0.331967E+01
  1144   0.125530E+04   0.119743E+02  -0.358788E+02   0.248977E+06   0.338286E+01
  1145   0.125391E+04   0.119244E+02  -0.348340E+02   0.248617E+06   0.344958E+01
  1146   0.125244E+04   0.118800E+02  -0.337908E+02   0.248258E+06   0.351980E+01
  1147   0.125088E+04   0.118411E+02  -0.327495E+02   0.247900E+06   0.359348E+01
  1148   0.124923E+04   0.118077E+02  -0.317107E+02   0.247543E+06   0.367059E+01
  1149   0.124748E+04   0.117797E+02  -0.306748E+02   0.247187E+06   0.375110E+01
  1150   0.124564E+04   0.117571E+02  -0.296422E+02   0.246832E+06   0.383498E+01
  1151   0.124372E+04   0.117401E+02  -0.286133E+02   0.246477E+06   0.392219E+01
  1152   0.124171E+04   0.117284E+02  -0.275887E+02   0.246123E+06   0.401270E+01
  1153   0.123961E+04   0.117222E+02  -0.265688E+02   0.245770E+06   0.410648E+01
  1154   0.123742E+04   0.117213E+02  -0.255539E+02   0.245418E+06   0.420348E+01
  1155   0.123515E+04   0.117258E+02  -0.245446E+02   0.245066E+06   0.430368E+01
  1156   0.123279E+04   0.117356E+02  -0.235413E+02   0.244716E+06   0.440703E+01
  1157   0.123034E+04   0.117508E+02  -0.225444E+02   0.244366E+06   0.451350E+01
  1158   0.122782E+04   0.117712E+02  -0.215544E+02   0.244017E+06   0.462305E+01
  1159   0.122521E+04   0.117969E+02  -0.205717E+02   0.243669E+06   0.473566E+01
  1160   0.122253E+04   0.118278E+02  -0.195967E+02   0.243321E+06   0.485127E+01
  1161   0.121976E+04   0.118640E+02  -0.186298E+02   0.242974E+06   0.496987E+01
  1162   0.121691E+04   0.119052E+02  -0.176714E+02   0.242628E+06   0.509140E+01
  1163   0.121399E+04   0.119516E+02  -0.167218E+02   0.242283E+06   0.521584E+01
  1164   0.121099E+04   0.120031E+02  -0.157815E+02   0.241939E+06   0.534315E+01
  1165   0.120791E+04   0.120596E+02  -0.148509E+02   0.241595E+06   0.547330E+01
  1166   0.120476E+04   0.121211E+02  -0.139302E+02   0.241252E+06   0.560624E+01
  1167   0.120153E+04   0.121875E+02  -0.130200E+02   0.240910E+06   0.574194E+01
  1168   0.119823E+04   0.122588E+02  -0.121205E+02   0.240569E+06   0.588037E+01
