#    L    TT             EE             BB             TE             PP             TP             EP          
  1741   0.404457E+03   0.878391E+01   0.219650E-03  -0.267720E+02   0.263601E-08   0.234617E-06   0.644851E-07
  1742   0.404410E+03   0.868957E+01   0.219226E-03  -0.264628E+02   0.263341E-08   0.235271E-06   0.631005E-07
  1743   0.404341E+03   0.859702E+01   0.218802E-03  -0.261504E+02   0.263081E-08   0.235976E-06   0.617159E-07
  1744   0.404250E+03   0.850639E+01   0.218380E-03  -0.258348E+02   0.262821E-08   0.236731E-06   0.603315E-07
  1745   0.404138E+03   0.841762E+01   0.217959E-03  -0.255163E+02   0.262562E-08   0.237535E-06   0.589473E-07
  1746   0.404004E+03   0.833078E+01   0.217539E-03  -0.251950E+02   0.262303E-08   0.238388E-06   0.575636E-07
  1747   0.403846E+03   0.824581E+01   0.217121E-03  -0.248708E+02   0.262044E-08   0.239290E-06   0.561805E-07
  1748   0.403668E+03   0.816283E+01   0.216703E-03  -0.245443E+02   0.261786E-08   0.240240E-06   0.547982E-07
  1749   0.403465E+03   0.808179E+01   0.216287E-03  -0.242152E+02   0.261528E-08   0.241238E-06   0.534169E-07
  1750   0.403241E+03   0.800268E+01   0.215873E-03  -0.238839E+02   0.261271E-08   0.242283E-06   0.520366E-07
  1751   0.402994E+03   0.792557E+01   0.215460E-03  -0.235505E+02   0.261014E-08   0.243376E-06   0.506577E-07
  1752   0.402725E+03   0.785047E+01   0.215048E-03  -0.232152E+02   0.260757E-08   0.244515E-06   0.492801E-07
  1753   0.402433E+03   0.777738E+01   0.214638E-03  -0.228780E+02   0.260501E-08   0.245701E-06   0.479040E-07
  1754   0.402119E+03   0.770629E+01   0.214229E-03  -0.225392E+02   0.260245E-08   0.246931E-06   0.465296E-07
  1755   0.401781E+03   0.763728E+01   0.213821E-03  -0.221989E+02   0.259989E-08   0.248207E-06   0.451569E-07
  1756   0.401421E+03   0.757027E+01   0.213415E-03  -0.218571E+02   0.259734E-08   0.249526E-06   0.437860E-07
  1757   0.401039E+03   0.750535E+01   0.213011E-03  -0.215141E+02   0.259480E-08   0.250888E-06   0.424171E-07
  1758   0.400633E+03   0.744243E+01   0.212607E-03  -0.211701E+02   0.259225E-08   0.252294E-06   0.410503E-07
  1759   0.400204E+03   0.738163E+01   0.212205E-03  -0.208251E+02   0.258971E-08   0.253741E-06   0.396856E-07
  1760   0.399752E+03   0.732289E+01   0.211805E-03  -0.204792E+02   0.258718E-08   0.255230E-06   0.383233E-07
  1761   0.399278E+03   0.726622E+01   0.211406E-03  -0.201327E+02   0.258465E-08   0.256759E-06   0.369634E-07
  1762   0.398781E+03   0.721163E+01   0.211008E-03  -0.197856E+02   0.258212E-08   0.258329E-06   0.356060E-07
  1763   0.398262E+03   0.715914E+01   0.210611E-03  -0.194382E+02   0.257959E-08   0.259938E-06   0.342513E-07
  1764   0.397719E+03   0.710873E+01   0.210216E-03  -0.190905E+02   0.257707E-08   0.261586E-06   0.328994E-07
  1765   0.397155E+03   0.706041E+01   0.209822E-03  -0.187427E+02   0.257456E-08   0.263272E-06   0.315503E-07
  1766   0.396569E+03   0.701420E+01   0.209429E-03  -0.183951E+02   0.257205E-08   0.264996E-06   0.302042E-07
  1767   0.395960E+03   0.697009E+01   0.209038E-03  -0.180476E+02   0.256954E-08   0.266757E-06   0.288613E-07
  1768   0.395330E+03   0.692808E+01   0.208648E-03  -0.177005E+02   0.256703E-08   0.268554E-06   0.275215E-07
  1769   0.394678E+03   0.688817E+01   0.208260E-03  -0.173539E+02   0.256453E-08   0.270387E-06   0.261851E-07
  1770   0.394005E+03   0.685036E+01   0.207872E-03  -0.170079E+02   0.256203E-08   0.272254E-06   0.248521E-07
  1771   0.393311E+03   0.681465E+01   0.207486E-03  -0.166628E+02   0.255954E-08   0.274156E-06   0.235227E-07
  1772   0.392595E+03   0.678103E+01   0.207102E-03  -0.163186E+02   0.255705E-08   0.276092E-06   0.221970E-07
  1773   0.391858E+03   0.674950E+01   0.206718E-03  -0.159753E+02   0.255456E-08   0.278061E-06   0.208751E-07
  1774   0.391099E+03   0.672004E+01   0.206336E-03  -0.156333E+02   0.255208E-08   0.280062E-06   0.195571E-07
  1775   0.390321E+03   0.669267E+01   0.205955E-03  -0.152926E+02   0.254960E-08   0.282095E-06   0.182431E-07
  1776   0.389521E+03   0.666737E+01   0.205576E-03  -0.149533E+02   0.254712E-08   0.284159E-06   0.169333E-07
  1777   0.388701E+03   0.664414E+01   0.205197E-03  -0.146156E+02   0.254465E-08   0.286254E-06   0.156277E-07
  1778   0.387861E+03   0.662296E+01   0.204820E-03  -0.142796E+02   0.254218E-08   0.288379E-06   0.143265E-07
  1779   0.387000E+03   0.660383E+01   0.204444E-03  -0.139453E+02   0.253972E-08   0.290532E-06   0.130297E-07
  1780   0.386120E+03   0.658674E+01   0.204070E-03  -0.136131E+02   0.253726E-08   0.292715E-06   0.117376E-07
  1781   0.385220E+03   0.657167E+01   0.203696E-03  -0.132830E+02   0.253480E-08   0.294925E-06   0.104502E-07
  1782   0.384300E+03   0.655863E+01   0.203324E-03  -0.129551E+02   0.253235E-08   0.297162E-06   0.916755E-08
  1783   0.383362E+03   0.654760E+01   0.202953E-03  -0.126294E+02   0.252990E-08   0.299426E-06   0.788989E-08
  1784   0.382404E+03   0.653856E+01   0.202583E-03  -0.123063E+02   0.252745E-08   0.301717E-06   0.661728E-08
  1785   0.381428E+03   0.653150E+01   0.202215E-03  -0.119857E+02   0.252501E-08   0.304032E-06   0.534984E-08
  1786   0.380434E+03   0.652641E+01   0.201847E-03  -0.116678E+02   0.252257E-08   0.306372E-06   0.408768E-08
  1787   0.379421E+03   0.652327E+01   0.201481E-03  -0.113527E+02   0.252014E-08   0.308736E-06   0.283092E-08
  1788   0.378391E+03   0.652208E+01   0.201116E-03  -0.110405E+02   0.251770E-08   0.311124E-06   0.157967E-08
  1789   0.377343E+03   0.652280E+01   0.200753E-03  -0.107315E+02   0.251528E-08   0.313535E-06   0.334048E-09
  1790   0.376279E+03   0.652543E+01   0.200390E-03  -0.104254E+02   0.251285E-08   0.315967E-06  -0.905831E-09
  1791   0.375196E+03   0.652996E+01   0.200029E-03  -0.101227E+02   0.251043E-08   0.318421E-06  -0.213985E-08
  1792   0.374097E+03   0.653634E+01   0.199668E-03  -0.982333E+01   0.250801E-08   0.320896E-06  -0.336791E-08
  1793   0.372982E+03   0.654459E+01   0.199309E-03  -0.952745E+01   0.250560E-08   0.323392E-06  -0.458987E-08
  1794   0.371850E+03   0.655465E+01   0.198951E-03  -0.923514E+01   0.250319E-08   0.325906E-06  -0.580564E-08
  1795   0.370703E+03   0.656654E+01   0.198595E-03  -0.894649E+01   0.250078E-08   0.328440E-06  -0.701510E-08
  1796   0.369539E+03   0.658022E+01   0.198239E-03  -0.866155E+01   0.249838E-08   0.330992E-06  -0.821812E-08
  1797   0.368360E+03   0.659566E+01   0.197884E-03  -0.838057E+01   0.249598E-08   0.333562E-06  -0.941461E-08
  1798   0.367166E+03   0.661285E+01   0.197531E-03  -0.810360E+01   0.249358E-08   0.336148E-06  -0.106044E-07
  1799   0.365957E+03   0.663177E+01   0.197179E-03  -0.783058E+01   0.249119E-08   0.338751E-06  -0.117875E-07
  1800   0.364734E+03   0.665239E+01   0.196828E-03  -0.756181E+01   0.248880E-08   0.341370E-06  -0.129637E-07
  1801   0.363498E+03   0.667469E+01   0.196477E-03  -0.729726E+01   0.248642E-08   0.344004E-06  -0.141328E-07
  1802   0.362248E+03   0.669865E+01   0.196129E-03  -0.703706E+01   0.248404E-08   0.346652E-06  -0.152949E-07
  1803   0.360985E+03   0.672424E+01   0.195781E-03  -0.678130E+01   0.248166E-08   0.349315E-06  -0.164499E-07
  1804   0.359709E+03   0.675143E+01   0.195434E-03  -0.653006E+01   0.247928E-08   0.351993E-06  -0.175977E-07
  1805   0.358421E+03   0.678021E+01   0.195088E-03  -0.628340E+01   0.247691E-08   0.354684E-06  -0.187382E-07
  1806   0.357122E+03   0.681054E+01   0.194743E-03  -0.604140E+01   0.247454E-08   0.357390E-06  -0.198713E-07
  1807   0.355811E+03   0.684240E+01   0.194399E-03  -0.580414E+01   0.247218E-08   0.360109E-06  -0.209971E-07
  1808   0.354489E+03   0.687575E+01   0.194056E-03  -0.557168E+01   0.246982E-08   0.362841E-06  -0.221154E-07
  1809   0.353155E+03   0.691057E+01   0.193715E-03  -0.534410E+01   0.246746E-08   0.365586E-06  -0.232261E-07
  1810   0.351811E+03   0.694684E+01   0.193374E-03  -0.512148E+01   0.246511E-08   0.368344E-06  -0.243292E-07
  1811   0.350457E+03   0.698453E+01   0.193033E-03  -0.490387E+01   0.246275E-08   0.371114E-06  -0.254247E-07
  1812   0.349094E+03   0.702359E+01   0.192694E-03  -0.469133E+01   0.246041E-08   0.373897E-06  -0.265124E-07
  1813   0.347720E+03   0.706401E+01   0.192356E-03  -0.448391E+01   0.245806E-08   0.376692E-06  -0.275923E-07
  1814   0.346338E+03   0.710576E+01   0.192018E-03  -0.428168E+01   0.245572E-08   0.379498E-06  -0.286643E-07
  1815   0.344948E+03   0.714881E+01   0.191682E-03  -0.408470E+01   0.245339E-08   0.382317E-06  -0.297284E-07
  1816   0.343550E+03   0.719312E+01   0.191346E-03  -0.389300E+01   0.245105E-08   0.385146E-06  -0.307844E-07
  1817   0.342144E+03   0.723867E+01   0.191011E-03  -0.370667E+01   0.244872E-08   0.387986E-06  -0.318324E-07
  1818   0.340731E+03   0.728542E+01   0.190677E-03  -0.352573E+01   0.244640E-08   0.390837E-06  -0.328723E-07
  1819   0.339311E+03   0.733334E+01   0.190343E-03  -0.335023E+01   0.244407E-08   0.393699E-06  -0.339039E-07
  1820   0.337885E+03   0.738241E+01   0.190010E-03  -0.318021E+01   0.244175E-08   0.396570E-06  -0.349272E-07
  1821   0.336452E+03   0.743254E+01   0.189678E-03  -0.301573E+01   0.243944E-08   0.399452E-06  -0.359422E-07
  1822   0.335015E+03   0.748381E+01   0.189347E-03  -0.285680E+01   0.243712E-08   0.402344E-06  -0.369488E-07
  1823   0.333571E+03   0.753611E+01   0.189016E-03  -0.270350E+01   0.243481E-08   0.405245E-06  -0.379469E-07
  1824   0.332123E+03   0.758937E+01   0.188686E-03  -0.255585E+01   0.243250E-08   0.408155E-06  -0.389364E-07
  1825   0.330671E+03   0.764360E+01   0.188357E-03  -0.241387E+01   0.243020E-08   0.411074E-06  -0.399173E-07
  1826   0.329214E+03   0.769886E+01   0.188028E-03  -0.227759E+01   0.242790E-08   0.414002E-06  -0.408895E-07
  1827   0.327754E+03   0.775493E+01   0.187700E-03  -0.214702E+01   0.242560E-08   0.416938E-06  -0.418530E-07
  1828   0.326291E+03   0.781189E+01   0.187372E-03  -0.202219E+01   0.242331E-08   0.419882E-06  -0.428076E-07
  1829   0.324825E+03   0.786974E+01   0.187045E-03  -0.190312E+01   0.242102E-08   0.422835E-06  -0.437534E-07
  1830   0.323357E+03   0.792840E+01   0.186718E-03  -0.178984E+01   0.241873E-08   0.425795E-06  -0.446902E-07
  1831   0.321888E+03   0.798780E+01   0.186392E-03  -0.168234E+01   0.241645E-08   0.428762E-06  -0.456179E-07
  1832   0.320418E+03   0.804794E+01   0.186066E-03  -0.158066E+01   0.241417E-08   0.431737E-06  -0.465366E-07
  1833   0.318947E+03   0.810874E+01   0.185741E-03  -0.148480E+01   0.241189E-08   0.434719E-06  -0.474461E-07
  1834   0.317475E+03   0.817028E+01   0.185417E-03  -0.139476E+01   0.240962E-08   0.437707E-06  -0.483464E-07
  1835   0.316003E+03   0.823241E+01   0.185092E-03  -0.131055E+01   0.240735E-08   0.440702E-06  -0.492374E-07
  1836   0.314532E+03   0.829512E+01   0.184769E-03  -0.123218E+01   0.240508E-08   0.443703E-06  -0.501190E-07
  1837   0.313061E+03   0.835843E+01   0.184445E-03  -0.115966E+01   0.240282E-08   0.446709E-06  -0.509912E-07
  1838   0.311592E+03   0.842226E+01   0.184122E-03  -0.109298E+01   0.240056E-08   0.449722E-06  -0.518539E-07
  1839   0.310123E+03   0.848660E+01   0.183799E-03  -0.103216E+01   0.239830E-08   0.452740E-06  -0.527071E-07
  1840   0.308657E+03   0.855138E+01   0.183477E-03  -0.977171E+00   0.239605E-08   0.455762E-06  -0.535506E-07
  1841   0.307193E+03   0.861660E+01   0.183155E-03  -0.928008E+00   0.239380E-08   0.458790E-06  -0.543844E-07
  1842   0.305731E+03   0.868212E+01   0.182833E-03  -0.884656E+00   0.239155E-08   0.461823E-06  -0.552084E-07
  1843   0.304273E+03   0.874808E+01   0.182512E-03  -0.847107E+00   0.238931E-08   0.464860E-06  -0.560226E-07
  1844   0.302818E+03   0.881433E+01   0.182190E-03  -0.815353E+00   0.238706E-08   0.467901E-06  -0.568269E-07
  1845   0.301367E+03   0.888079E+01   0.181869E-03  -0.789371E+00   0.238483E-08   0.470946E-06  -0.576212E-07
  1846   0.299921E+03   0.894756E+01   0.181548E-03  -0.769155E+00   0.238259E-08   0.473994E-06  -0.584055E-07
  1847   0.298479E+03   0.901453E+01   0.181228E-03  -0.754681E+00   0.238036E-08   0.477046E-06  -0.591797E-07
  1848   0.297041E+03   0.908166E+01   0.180907E-03  -0.745919E+00   0.237813E-08   0.480101E-06  -0.599437E-07
  1849   0.295610E+03   0.914893E+01   0.180587E-03  -0.742854E+00   0.237591E-08   0.483159E-06  -0.606975E-07
  1850   0.294183E+03   0.921626E+01   0.180267E-03  -0.745456E+00   0.237368E-08   0.486219E-06  -0.614410E-07
  1851   0.292763E+03   0.928367E+01   0.179947E-03  -0.753718E+00   0.237147E-08   0.489282E-06  -0.621741E-07
  1852   0.291349E+03   0.935108E+01   0.179627E-03  -0.767601E+00   0.236925E-08   0.492346E-06  -0.628968E-07
  1853   0.289941E+03   0.941855E+01   0.179307E-03  -0.787069E+00   0.236704E-08   0.495412E-06  -0.636091E-07
  1854   0.288541E+03   0.948587E+01   0.178987E-03  -0.812077E+00   0.236483E-08   0.498479E-06  -0.643111E-07
  1855   0.287148E+03   0.955319E+01   0.178668E-03  -0.842565E+00   0.236262E-08   0.501547E-06  -0.650026E-07
  1856   0.285763E+03   0.962035E+01   0.178348E-03  -0.878505E+00   0.236042E-08   0.504615E-06  -0.656838E-07
  1857   0.284386E+03   0.968743E+01   0.178029E-03  -0.919842E+00   0.235822E-08   0.507682E-06  -0.663546E-07
  1858   0.283018E+03   0.975429E+01   0.177710E-03  -0.966526E+00   0.235602E-08   0.510748E-06  -0.670150E-07
  1859   0.281658E+03   0.982093E+01   0.177391E-03  -0.101851E+01   0.235383E-08   0.513814E-06  -0.676650E-07
  1860   0.280309E+03   0.988733E+01   0.177073E-03  -0.107575E+01   0.235164E-08   0.516877E-06  -0.683045E-07
  1861   0.278967E+03   0.995351E+01   0.176754E-03  -0.113817E+01   0.234945E-08   0.519938E-06  -0.689337E-07
  1862   0.277636E+03   0.100193E+02   0.176436E-03  -0.120573E+01   0.234727E-08   0.522997E-06  -0.695524E-07
  1863   0.276316E+03   0.100848E+02   0.176118E-03  -0.127837E+01   0.234509E-08   0.526053E-06  -0.701608E-07
  1864   0.275006E+03   0.101500E+02   0.175800E-03  -0.135604E+01   0.234291E-08   0.529105E-06  -0.707587E-07
  1865   0.273706E+03   0.102147E+02   0.175482E-03  -0.143867E+01   0.234073E-08   0.532153E-06  -0.713462E-07
  1866   0.272417E+03   0.102790E+02   0.175165E-03  -0.152622E+01   0.233856E-08   0.535196E-06  -0.719232E-07
  1867   0.271140E+03   0.103429E+02   0.174848E-03  -0.161861E+01   0.233639E-08   0.538235E-06  -0.724898E-07
  1868   0.269874E+03   0.104062E+02   0.174531E-03  -0.171576E+01   0.233422E-08   0.541269E-06  -0.730460E-07
  1869   0.268620E+03   0.104690E+02   0.174214E-03  -0.181762E+01   0.233206E-08   0.544296E-06  -0.735918E-07
  1870   0.267379E+03   0.105313E+02   0.173898E-03  -0.192412E+01   0.232990E-08   0.547318E-06  -0.741271E-07
  1871   0.266150E+03   0.105930E+02   0.173582E-03  -0.203517E+01   0.232775E-08   0.550332E-06  -0.746520E-07
  1872   0.264933E+03   0.106541E+02   0.173266E-03  -0.215071E+01   0.232559E-08   0.553340E-06  -0.751664E-07
  1873   0.263729E+03   0.107145E+02   0.172950E-03  -0.227067E+01   0.232344E-08   0.556340E-06  -0.756704E-07
  1874   0.262538E+03   0.107743E+02   0.172635E-03  -0.239497E+01   0.232129E-08   0.559332E-06  -0.761639E-07
  1875   0.261362E+03   0.108334E+02   0.172320E-03  -0.252352E+01   0.231915E-08   0.562316E-06  -0.766470E-07
  1876   0.260198E+03   0.108917E+02   0.172006E-03  -0.265625E+01   0.231701E-08   0.565290E-06  -0.771196E-07
  1877   0.259049E+03   0.109494E+02   0.171691E-03  -0.279308E+01   0.231487E-08   0.568255E-06  -0.775817E-07
  1878   0.257914E+03   0.110062E+02   0.171377E-03  -0.293392E+01   0.231273E-08   0.571210E-06  -0.780334E-07
  1879   0.256793E+03   0.110622E+02   0.171064E-03  -0.307870E+01   0.231060E-08   0.574155E-06  -0.784746E-07
  1880   0.255686E+03   0.111175E+02   0.170750E-03  -0.322732E+01   0.230847E-08   0.577090E-06  -0.789053E-07
  1881   0.254595E+03   0.111718E+02   0.170438E-03  -0.337972E+01   0.230634E-08   0.580013E-06  -0.793256E-07
  1882   0.253518E+03   0.112253E+02   0.170125E-03  -0.353579E+01   0.230422E-08   0.582924E-06  -0.797353E-07
  1883   0.252457E+03   0.112779E+02   0.169813E-03  -0.369545E+01   0.230210E-08   0.585823E-06  -0.801346E-07
  1884   0.251410E+03   0.113296E+02   0.169501E-03  -0.385863E+01   0.229998E-08   0.588710E-06  -0.805234E-07
  1885   0.250379E+03   0.113802E+02   0.169190E-03  -0.402525E+01   0.229787E-08   0.591584E-06  -0.809017E-07
  1886   0.249364E+03   0.114299E+02   0.168879E-03  -0.419519E+01   0.229575E-08   0.594444E-06  -0.812695E-07
  1887   0.248365E+03   0.114786E+02   0.168568E-03  -0.436840E+01   0.229365E-08   0.597290E-06  -0.816267E-07
  1888   0.247381E+03   0.115263E+02   0.168258E-03  -0.454476E+01   0.229154E-08   0.600122E-06  -0.819735E-07
  1889   0.246413E+03   0.115729E+02   0.167948E-03  -0.472417E+01   0.228944E-08   0.602939E-06  -0.823098E-07
  1890   0.245462E+03   0.116185E+02   0.167639E-03  -0.490655E+01   0.228734E-08   0.605741E-06  -0.826356E-07
  1891   0.244527E+03   0.116630E+02   0.167330E-03  -0.509178E+01   0.228524E-08   0.608527E-06  -0.829509E-07
  1892   0.243609E+03   0.117064E+02   0.167022E-03  -0.527977E+01   0.228315E-08   0.611297E-06  -0.832556E-07
  1893   0.242707E+03   0.117486E+02   0.166714E-03  -0.547041E+01   0.228105E-08   0.614051E-06  -0.835498E-07
  1894   0.241821E+03   0.117897E+02   0.166407E-03  -0.566362E+01   0.227897E-08   0.616787E-06  -0.838335E-07
  1895   0.240953E+03   0.118297E+02   0.166100E-03  -0.585928E+01   0.227688E-08   0.619506E-06  -0.841067E-07
  1896   0.240102E+03   0.118686E+02   0.165793E-03  -0.605731E+01   0.227480E-08   0.622206E-06  -0.843694E-07
  1897   0.239268E+03   0.119062E+02   0.165487E-03  -0.625761E+01   0.227272E-08   0.624889E-06  -0.846215E-07
  1898   0.238451E+03   0.119426E+02   0.165181E-03  -0.646008E+01   0.227064E-08   0.627552E-06  -0.848631E-07
  1899   0.237651E+03   0.119777E+02   0.164876E-03  -0.666464E+01   0.226857E-08   0.630196E-06  -0.850941E-07
  1900   0.236869E+03   0.120116E+02   0.164572E-03  -0.687118E+01   0.226650E-08   0.632821E-06  -0.853146E-07
  1901   0.236103E+03   0.120443E+02   0.164268E-03  -0.707960E+01   0.226443E-08   0.635425E-06  -0.855245E-07
  1902   0.235355E+03   0.120756E+02   0.163965E-03  -0.728980E+01   0.226236E-08   0.638008E-06  -0.857239E-07
  1903   0.234624E+03   0.121057E+02   0.163662E-03  -0.750166E+01   0.226030E-08   0.640571E-06  -0.859129E-07
  1904   0.233911E+03   0.121344E+02   0.163359E-03  -0.771518E+01   0.225824E-08   0.643113E-06  -0.860915E-07
  1905   0.233215E+03   0.121619E+02   0.163057E-03  -0.793010E+01   0.225618E-08   0.645633E-06  -0.862597E-07
  1906   0.232537E+03   0.121880E+02   0.162756E-03  -0.814642E+01   0.225413E-08   0.648131E-06  -0.864175E-07
  1907   0.231875E+03   0.122128E+02   0.162456E-03  -0.836406E+01   0.225208E-08   0.650608E-06  -0.865651E-07
  1908   0.231231E+03   0.122362E+02   0.162155E-03  -0.858280E+01   0.225003E-08   0.653062E-06  -0.867024E-07
  1909   0.230606E+03   0.122583E+02   0.161856E-03  -0.880264E+01   0.224798E-08   0.655493E-06  -0.868296E-07
  1910   0.229998E+03   0.122790E+02   0.161557E-03  -0.902350E+01   0.224594E-08   0.657901E-06  -0.869465E-07
  1911   0.229406E+03   0.122982E+02   0.161259E-03  -0.924518E+01   0.224390E-08   0.660286E-06  -0.870534E-07
  1912   0.228833E+03   0.123162E+02   0.160961E-03  -0.946758E+01   0.224186E-08   0.662647E-06  -0.871501E-07
