#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   178   0.520078E+04  -0.373430E+02   0.173758E-03  -0.373430E+02   0.835547E+00  -0.729329E-06   0.173758E-03  -0.729329E-06   0.642843E-07
   179   0.522460E+04  -0.366303E+02   0.172337E-03  -0.366303E+02   0.824481E+00  -0.715380E-06   0.172337E-03  -0.715380E-06   0.639428E-07
   180   0.524797E+04  -0.358902E+02   0.170930E-03  -0.358902E+02   0.813536E+00  -0.701351E-06   0.170930E-03  -0.701351E-06   0.636041E-07
   181   0.527088E+04  -0.351228E+02   0.169536E-03  -0.351228E+02   0.802740E+00  -0.687247E-06   0.169536E-03  -0.687247E-06   0.632682E-07
   182   0.529332E+04  -0.343281E+02   0.168157E-03  -0.343281E+02   0.792124E+00  -0.673072E-06   0.168157E-03  -0.673072E-06   0.629351E-07
   183   0.531528E+04  -0.335064E+02   0.166791E-03  -0.335064E+02   0.781709E+00  -0.658830E-06   0.166791E-03  -0.658830E-06   0.626047E-07
   184   0.533676E+04  -0.326579E+02   0.165438E-03  -0.326579E+02   0.771534E+00  -0.644526E-06   0.165438E-03  -0.644526E-06   0.622770E-07
   185   0.535775E+04  -0.317824E+02   0.164099E-03  -0.317824E+02   0.761635E+00  -0.630162E-06   0.164099E-03  -0.630162E-06   0.619521E-07
   186   0.537824E+04  -0.308805E+02   0.162772E-03  -0.308805E+02   0.752034E+00  -0.615744E-06   0.162772E-03  -0.615744E-06   0.616298E-07
   187   0.539823E+04  -0.299520E+02   0.161458E-03  -0.299520E+02   0.742763E+00  -0.601276E-06   0.161458E-03  -0.601276E-06   0.613102E-07
   188   0.541771E+04  -0.289974E+02   0.160156E-03  -0.289974E+02   0.733860E+00  -0.586761E-06   0.160156E-03  -0.586761E-06   0.609932E-07
   189   0.543667E+04  -0.280168E+02   0.158866E-03  -0.280168E+02   0.725358E+00  -0.572204E-06   0.158866E-03  -0.572204E-06   0.606787E-07
   190   0.545510E+04  -0.270105E+02   0.157589E-03  -0.270105E+02   0.717291E+00  -0.557609E-06   0.157589E-03  -0.557609E-06   0.603669E-07
   191   0.547301E+04  -0.259787E+02   0.156323E-03  -0.259787E+02   0.709690E+00  -0.542980E-06   0.156323E-03  -0.542980E-06   0.600575E-07
   192   0.549038E+04  -0.249217E+02   0.155068E-03  -0.249217E+02   0.702590E+00  -0.528321E-06   0.155068E-03  -0.528321E-06   0.597507E-07
   193   0.550719E+04  -0.238396E+02   0.153825E-03  -0.238396E+02   0.696026E+00  -0.513636E-06   0.153825E-03  -0.513636E-06   0.594464E-07
   194   0.552346E+04  -0.227329E+02   0.152592E-03  -0.227329E+02   0.690032E+00  -0.498929E-06   0.152592E-03  -0.498929E-06   0.591445E-07
   195   0.553918E+04  -0.216019E+02   0.151371E-03  -0.216019E+02   0.684644E+00  -0.484205E-06   0.151371E-03  -0.484205E-06   0.588451E-07
   196   0.555434E+04  -0.204470E+02   0.150160E-03  -0.204470E+02   0.679899E+00  -0.469468E-06   0.150160E-03  -0.469468E-06   0.585480E-07
   197   0.556894E+04  -0.192685E+02   0.148959E-03  -0.192685E+02   0.675833E+00  -0.454721E-06   0.148959E-03  -0.454721E-06   0.582534E-07
   198   0.558299E+04  -0.180667E+02   0.147769E-03  -0.180667E+02   0.672481E+00  -0.439969E-06   0.147769E-03  -0.439969E-06   0.579610E-07
   199   0.559646E+04  -0.168420E+02   0.146588E-03  -0.168420E+02   0.669880E+00  -0.425217E-06   0.146588E-03  -0.425217E-06   0.576711E-07
   200   0.560936E+04  -0.155950E+02   0.145418E-03  -0.155950E+02   0.668066E+00  -0.410467E-06   0.145418E-03  -0.410467E-06   0.573834E-07
   201   0.562169E+04  -0.143257E+02   0.144256E-03  -0.143257E+02   0.667075E+00  -0.395723E-06   0.144256E-03  -0.395723E-06   0.570979E-07
   202   0.563344E+04  -0.130348E+02   0.143104E-03  -0.130348E+02   0.666945E+00  -0.380988E-06   0.143104E-03  -0.380988E-06   0.568148E-07
   203   0.564458E+04  -0.117226E+02   0.141962E-03  -0.117226E+02   0.667711E+00  -0.366262E-06   0.141962E-03  -0.366262E-06   0.565338E-07
   204   0.565512E+04  -0.103896E+02   0.140828E-03  -0.103896E+02   0.669411E+00  -0.351545E-06   0.140828E-03  -0.351545E-06   0.562551E-07
   205   0.566503E+04  -0.903610E+01   0.139704E-03  -0.903610E+01   0.672081E+00  -0.336838E-06   0.139704E-03  -0.336838E-06   0.559786E-07
   206   0.567432E+04  -0.766261E+01   0.138588E-03  -0.766261E+01   0.675757E+00  -0.322143E-06   0.138588E-03  -0.322143E-06   0.557042E-07
   207   0.568297E+04  -0.626948E+01   0.137482E-03  -0.626948E+01   0.680478E+00  -0.307460E-06   0.137482E-03  -0.307460E-06   0.554320E-07
   208   0.569098E+04  -0.485730E+01   0.136384E-03  -0.485730E+01   0.686279E+00  -0.292790E-06   0.136384E-03  -0.292790E-06   0.551619E-07
   209   0.569837E+04  -0.342661E+01   0.135296E-03  -0.342661E+01   0.693196E+00  -0.278134E-06   0.135296E-03  -0.278134E-06   0.548940E-07
   210   0.570513E+04  -0.197797E+01   0.134216E-03  -0.197797E+01   0.701266E+00  -0.263493E-06   0.134216E-03  -0.263493E-06   0.546282E-07
   211   0.571128E+04  -0.511921E+00   0.133144E-03  -0.511921E+00   0.710528E+00  -0.248867E-06   0.133144E-03  -0.248867E-06   0.543644E-07
   212   0.571681E+04   0.970974E+00   0.132081E-03   0.970974E+00   0.721016E+00  -0.234257E-06   0.132081E-03  -0.234257E-06   0.541027E-07
   213   0.572174E+04   0.247016E+01   0.131027E-03   0.247016E+01   0.732768E+00  -0.219664E-06   0.131027E-03  -0.219664E-06   0.538431E-07
   214   0.572607E+04   0.398508E+01   0.129981E-03   0.398508E+01   0.745821E+00  -0.205090E-06   0.129981E-03  -0.205090E-06   0.535855E-07
   215   0.572980E+04   0.551515E+01   0.128943E-03   0.551515E+01   0.760205E+00  -0.190534E-06   0.128943E-03  -0.190534E-06   0.533299E-07
   216   0.573291E+04   0.705977E+01   0.127913E-03   0.705977E+01   0.775964E+00  -0.175998E-06   0.127913E-03  -0.175998E-06   0.530762E-07
   217   0.573541E+04   0.861832E+01   0.126892E-03   0.861832E+01   0.793129E+00  -0.161482E-06   0.126892E-03  -0.161482E-06   0.528246E-07
   218   0.573729E+04   0.101903E+02   0.125879E-03   0.101903E+02   0.811730E+00  -0.146987E-06   0.125879E-03  -0.146987E-06   0.525749E-07
   219   0.573855E+04   0.117750E+02   0.124873E-03   0.117750E+02   0.831811E+00  -0.132515E-06   0.124873E-03  -0.132515E-06   0.523271E-07
   220   0.573918E+04   0.133720E+02   0.123875E-03   0.133720E+02   0.853402E+00  -0.118065E-06   0.123875E-03  -0.118065E-06   0.520813E-07
   221   0.573919E+04   0.149805E+02   0.122886E-03   0.149805E+02   0.876531E+00  -0.103640E-06   0.122886E-03  -0.103640E-06   0.518374E-07
   222   0.573856E+04   0.166000E+02   0.121904E-03   0.166000E+02   0.901245E+00  -0.892386E-07   0.121904E-03  -0.892386E-07   0.515953E-07
   223   0.573730E+04   0.182297E+02   0.120929E-03   0.182297E+02   0.927566E+00  -0.748629E-07   0.120929E-03  -0.748629E-07   0.513551E-07
   224   0.573541E+04   0.198691E+02   0.119962E-03   0.198691E+02   0.955529E+00  -0.605135E-07   0.119962E-03  -0.605135E-07   0.511167E-07
   225   0.573291E+04   0.215174E+02   0.119003E-03   0.215174E+02   0.985159E+00  -0.461912E-07   0.119003E-03  -0.461912E-07   0.508802E-07
   226   0.572977E+04   0.231741E+02   0.118051E-03   0.231741E+02   0.101650E+01  -0.318968E-07   0.118051E-03  -0.318968E-07   0.506454E-07
   227   0.572601E+04   0.248384E+02   0.117106E-03   0.248384E+02   0.104958E+01  -0.176312E-07   0.117106E-03  -0.176312E-07   0.504125E-07
   228   0.572163E+04   0.265096E+02   0.116168E-03   0.265096E+02   0.108442E+01  -0.339517E-08   0.116168E-03  -0.339517E-08   0.501813E-07
   229   0.571663E+04   0.281871E+02   0.115238E-03   0.281871E+02   0.112106E+01   0.108104E-07   0.115238E-03   0.108104E-07   0.499519E-07
   230   0.571100E+04   0.298703E+02   0.114314E-03   0.298703E+02   0.115953E+01   0.249848E-07   0.114314E-03   0.249848E-07   0.497241E-07
   231   0.570477E+04   0.315583E+02   0.113398E-03   0.315583E+02   0.119985E+01   0.391271E-07   0.113398E-03   0.391271E-07   0.494981E-07
   232   0.569792E+04   0.332506E+02   0.112488E-03   0.332506E+02   0.124204E+01   0.532365E-07   0.112488E-03   0.532365E-07   0.492738E-07
   233   0.569045E+04   0.349463E+02   0.111585E-03   0.349463E+02   0.128615E+01   0.673121E-07   0.111585E-03   0.673121E-07   0.490512E-07
   234   0.568238E+04   0.366447E+02   0.110689E-03   0.366447E+02   0.133219E+01   0.813532E-07   0.110689E-03   0.813532E-07   0.488302E-07
   235   0.567369E+04   0.383452E+02   0.109799E-03   0.383452E+02   0.138019E+01   0.953588E-07   0.109799E-03   0.953588E-07   0.486109E-07
   236   0.566440E+04   0.400471E+02   0.108916E-03   0.400471E+02   0.143018E+01   0.109328E-06   0.108916E-03   0.109328E-06   0.483931E-07
   237   0.565450E+04   0.417495E+02   0.108040E-03   0.417495E+02   0.148218E+01   0.123261E-06   0.108040E-03   0.123261E-06   0.481770E-07
   238   0.564401E+04   0.434519E+02   0.107170E-03   0.434519E+02   0.153620E+01   0.137155E-06   0.107170E-03   0.137155E-06   0.479625E-07
   239   0.563292E+04   0.451533E+02   0.106306E-03   0.451533E+02   0.159227E+01   0.151011E-06   0.106306E-03   0.151011E-06   0.477495E-07
   240   0.562124E+04   0.468531E+02   0.105448E-03   0.468531E+02   0.165042E+01   0.164827E-06   0.105448E-03   0.164827E-06   0.475380E-07
   241   0.560896E+04   0.485506E+02   0.104596E-03   0.485506E+02   0.171067E+01   0.178603E-06   0.104596E-03   0.178603E-06   0.473281E-07
   242   0.559611E+04   0.502450E+02   0.103751E-03   0.502450E+02   0.177302E+01   0.192337E-06   0.103751E-03   0.192337E-06   0.471197E-07
   243   0.558267E+04   0.519354E+02   0.102911E-03   0.519354E+02   0.183752E+01   0.206030E-06   0.102911E-03   0.206030E-06   0.469128E-07
   244   0.556866E+04   0.536214E+02   0.102077E-03   0.536214E+02   0.190416E+01   0.219680E-06   0.102077E-03   0.219680E-06   0.467073E-07
   245   0.555407E+04   0.553021E+02   0.101250E-03   0.553021E+02   0.197297E+01   0.233286E-06   0.101250E-03   0.233286E-06   0.465033E-07
   246   0.553894E+04   0.569768E+02   0.100427E-03   0.569768E+02   0.204395E+01   0.246847E-06   0.100427E-03   0.246847E-06   0.463007E-07
   247   0.552323E+04   0.586448E+02   0.996107E-04   0.586448E+02   0.211713E+01   0.260363E-06   0.996107E-04   0.260363E-06   0.460995E-07
   248   0.550698E+04   0.603053E+02   0.987996E-04   0.603053E+02   0.219253E+01   0.273833E-06   0.987996E-04   0.273833E-06   0.458998E-07
   249   0.549019E+04   0.619577E+02   0.979940E-04   0.619577E+02   0.227014E+01   0.287256E-06   0.979940E-04   0.287256E-06   0.457014E-07
   250   0.547285E+04   0.636011E+02   0.971937E-04   0.636011E+02   0.235000E+01   0.300631E-06   0.971937E-04   0.300631E-06   0.455043E-07
   251   0.545498E+04   0.652347E+02   0.963987E-04   0.652347E+02   0.243208E+01   0.313957E-06   0.963987E-04   0.313957E-06   0.453086E-07
   252   0.543657E+04   0.668578E+02   0.956090E-04   0.668578E+02   0.251642E+01   0.327233E-06   0.956090E-04   0.327233E-06   0.451143E-07
   253   0.541762E+04   0.684695E+02   0.948245E-04   0.684695E+02   0.260301E+01   0.340459E-06   0.948245E-04   0.340459E-06   0.449212E-07
   254   0.539815E+04   0.700691E+02   0.940453E-04   0.700691E+02   0.269187E+01   0.353633E-06   0.940453E-04   0.353633E-06   0.447294E-07
   255   0.537815E+04   0.716558E+02   0.932712E-04   0.716558E+02   0.278299E+01   0.366754E-06   0.932712E-04   0.366754E-06   0.445390E-07
   256   0.535762E+04   0.732288E+02   0.925023E-04   0.732288E+02   0.287638E+01   0.379822E-06   0.925023E-04   0.379822E-06   0.443498E-07
   257   0.533659E+04   0.747875E+02   0.917385E-04   0.747875E+02   0.297205E+01   0.392835E-06   0.917385E-04   0.392835E-06   0.441619E-07
   258   0.531505E+04   0.763309E+02   0.909798E-04   0.763309E+02   0.306998E+01   0.405792E-06   0.909798E-04   0.405792E-06   0.439753E-07
   259   0.529302E+04   0.778594E+02   0.902262E-04   0.778594E+02   0.317019E+01   0.418692E-06   0.902262E-04   0.418692E-06   0.437899E-07
   260   0.527053E+04   0.793708E+02   0.894776E-04   0.793708E+02   0.327268E+01   0.431534E-06   0.894776E-04   0.431534E-06   0.436058E-07
   261   0.524756E+04   0.808659E+02   0.887341E-04   0.808659E+02   0.337744E+01   0.444317E-06   0.887341E-04   0.444317E-06   0.434229E-07
   262   0.522415E+04   0.823430E+02   0.879956E-04   0.823430E+02   0.348447E+01   0.457041E-06   0.879956E-04   0.457041E-06   0.432413E-07
   263   0.520030E+04   0.838024E+02   0.872621E-04   0.838024E+02   0.359378E+01   0.469704E-06   0.872621E-04   0.469704E-06   0.430608E-07
   264   0.517602E+04   0.852423E+02   0.865336E-04   0.852423E+02   0.370535E+01   0.482305E-06   0.865336E-04   0.482305E-06   0.428816E-07
   265   0.515131E+04   0.866637E+02   0.858099E-04   0.866637E+02   0.381917E+01   0.494843E-06   0.858099E-04   0.494843E-06   0.427035E-07
   266   0.512617E+04   0.880643E+02   0.850912E-04   0.880643E+02   0.393524E+01   0.507317E-06   0.850912E-04   0.507317E-06   0.425267E-07
   267   0.510063E+04   0.894433E+02   0.843774E-04   0.894433E+02   0.405353E+01   0.519726E-06   0.843774E-04   0.519726E-06   0.423510E-07
   268   0.507468E+04   0.908015E+02   0.836684E-04   0.908015E+02   0.417404E+01   0.532069E-06   0.836684E-04   0.532069E-06   0.421764E-07
   269   0.504831E+04   0.921366E+02   0.829642E-04   0.921366E+02   0.429677E+01   0.544345E-06   0.829642E-04   0.544345E-06   0.420031E-07
   270   0.502155E+04   0.934494E+02   0.822649E-04   0.934494E+02   0.442168E+01   0.556553E-06   0.822649E-04   0.556553E-06   0.418309E-07
   271   0.499441E+04   0.947377E+02   0.815703E-04   0.947377E+02   0.454878E+01   0.568693E-06   0.815703E-04   0.568693E-06   0.416598E-07
   272   0.496688E+04   0.960022E+02   0.808805E-04   0.960022E+02   0.467805E+01   0.580762E-06   0.808805E-04   0.580762E-06   0.414898E-07
   273   0.493899E+04   0.972414E+02   0.801954E-04   0.972414E+02   0.480945E+01   0.592760E-06   0.801954E-04   0.592760E-06   0.413209E-07
   274   0.491074E+04   0.984561E+02   0.795151E-04   0.984561E+02   0.494297E+01   0.604687E-06   0.795151E-04   0.604687E-06   0.411532E-07
   275   0.488214E+04   0.996440E+02   0.788394E-04   0.996440E+02   0.507860E+01   0.616540E-06   0.788394E-04   0.616540E-06   0.409865E-07
   276   0.485322E+04   0.100806E+03   0.781683E-04   0.100806E+03   0.521631E+01   0.628319E-06   0.781683E-04   0.628319E-06   0.408209E-07
   277   0.482396E+04   0.101940E+03   0.775019E-04   0.101940E+03   0.535609E+01   0.640023E-06   0.775019E-04   0.640023E-06   0.406564E-07
   278   0.479439E+04   0.103046E+03   0.768401E-04   0.103046E+03   0.549791E+01   0.651651E-06   0.768401E-04   0.651651E-06   0.404930E-07
   279   0.476451E+04   0.104125E+03   0.761829E-04   0.104125E+03   0.564173E+01   0.663202E-06   0.761829E-04   0.663202E-06   0.403306E-07
   280   0.473435E+04   0.105175E+03   0.755302E-04   0.105175E+03   0.578752E+01   0.674674E-06   0.755302E-04   0.674674E-06   0.401692E-07
   281   0.470389E+04   0.106195E+03   0.748821E-04   0.106195E+03   0.593527E+01   0.686068E-06   0.748821E-04   0.686068E-06   0.400089E-07
   282   0.467316E+04   0.107186E+03   0.742385E-04   0.107186E+03   0.608494E+01   0.697382E-06   0.742385E-04   0.697382E-06   0.398496E-07
   283   0.464217E+04   0.108146E+03   0.735993E-04   0.108146E+03   0.623649E+01   0.708614E-06   0.735993E-04   0.708614E-06   0.396913E-07
   284   0.461092E+04   0.109076E+03   0.729646E-04   0.109076E+03   0.638991E+01   0.719764E-06   0.729646E-04   0.719764E-06   0.395341E-07
   285   0.457942E+04   0.109974E+03   0.723343E-04   0.109974E+03   0.654516E+01   0.730831E-06   0.723343E-04   0.730831E-06   0.393778E-07
   286   0.454769E+04   0.110840E+03   0.717084E-04   0.110840E+03   0.670219E+01   0.741814E-06   0.717084E-04   0.741814E-06   0.392224E-07
   287   0.451574E+04   0.111675E+03   0.710869E-04   0.111675E+03   0.686097E+01   0.752711E-06   0.710869E-04   0.752711E-06   0.390681E-07
   288   0.448357E+04   0.112476E+03   0.704698E-04   0.112476E+03   0.702147E+01   0.763523E-06   0.704698E-04   0.763523E-06   0.389147E-07
   289   0.445120E+04   0.113246E+03   0.698570E-04   0.113246E+03   0.718364E+01   0.774247E-06   0.698570E-04   0.774247E-06   0.387623E-07
   290   0.441865E+04   0.113981E+03   0.692485E-04   0.113981E+03   0.734746E+01   0.784882E-06   0.692485E-04   0.784882E-06   0.386108E-07
   291   0.438591E+04   0.114682E+03   0.686442E-04   0.114682E+03   0.751288E+01   0.795429E-06   0.686442E-04   0.795429E-06   0.384602E-07
   292   0.435300E+04   0.115350E+03   0.680442E-04   0.115350E+03   0.767979E+01   0.805885E-06   0.680442E-04   0.805885E-06   0.383106E-07
   293   0.431992E+04   0.115983E+03   0.674485E-04   0.115983E+03   0.784826E+01   0.816250E-06   0.674485E-04   0.816250E-06   0.381618E-07
   294   0.428670E+04   0.116581E+03   0.668569E-04   0.116581E+03   0.801820E+01   0.826523E-06   0.668569E-04   0.826523E-06   0.380140E-07
   295   0.425333E+04   0.117144E+03   0.662695E-04   0.117144E+03   0.818948E+01   0.836702E-06   0.662695E-04   0.836702E-06   0.378670E-07
   296   0.421982E+04   0.117671E+03   0.656863E-04   0.117671E+03   0.836217E+01   0.846787E-06   0.656863E-04   0.846787E-06   0.377210E-07
   297   0.418619E+04   0.118160E+03   0.651072E-04   0.118160E+03   0.853611E+01   0.856777E-06   0.651072E-04   0.856777E-06   0.375758E-07
   298   0.415244E+04   0.118614E+03   0.645322E-04   0.118614E+03   0.871131E+01   0.866670E-06   0.645322E-04   0.866670E-06   0.374314E-07
   299   0.411859E+04   0.119031E+03   0.639612E-04   0.119031E+03   0.888769E+01   0.876466E-06   0.639612E-04   0.876466E-06   0.372879E-07
   300   0.408464E+04   0.119411E+03   0.633943E-04   0.119411E+03   0.906519E+01   0.886163E-06   0.633943E-04   0.886163E-06   0.371452E-07
   301   0.405061E+04   0.119753E+03   0.628315E-04   0.119753E+03   0.924386E+01   0.895761E-06   0.628315E-04   0.895761E-06   0.370034E-07
   302   0.401652E+04   0.120059E+03   0.622726E-04   0.120059E+03   0.942350E+01   0.905259E-06   0.622726E-04   0.905259E-06   0.368624E-07
   303   0.398236E+04   0.120327E+03   0.617178E-04   0.120327E+03   0.960417E+01   0.914657E-06   0.617178E-04   0.914657E-06   0.367222E-07
   304   0.394817E+04   0.120558E+03   0.611669E-04   0.120558E+03   0.978580E+01   0.923953E-06   0.611669E-04   0.923953E-06   0.365828E-07
   305   0.391394E+04   0.120751E+03   0.606199E-04   0.120751E+03   0.996832E+01   0.933148E-06   0.606199E-04   0.933148E-06   0.364442E-07
   306   0.387968E+04   0.120907E+03   0.600769E-04   0.120907E+03   0.101517E+02   0.942240E-06   0.600769E-04   0.942240E-06   0.363064E-07
   307   0.384542E+04   0.121024E+03   0.595378E-04   0.121024E+03   0.103359E+02   0.951230E-06   0.595378E-04   0.951230E-06   0.361695E-07
   308   0.381116E+04   0.121104E+03   0.590026E-04   0.121104E+03   0.105208E+02   0.960117E-06   0.590026E-04   0.960117E-06   0.360333E-07
   309   0.377691E+04   0.121145E+03   0.584712E-04   0.121145E+03   0.107063E+02   0.968899E-06   0.584712E-04   0.968899E-06   0.358978E-07
   310   0.374266E+04   0.121149E+03   0.579437E-04   0.121149E+03   0.108924E+02   0.977577E-06   0.579437E-04   0.977577E-06   0.357632E-07
   311   0.370845E+04   0.121113E+03   0.574201E-04   0.121113E+03   0.110790E+02   0.986150E-06   0.574201E-04   0.986150E-06   0.356293E-07
   312   0.367428E+04   0.121040E+03   0.569002E-04   0.121040E+03   0.112661E+02   0.994618E-06   0.569002E-04   0.994618E-06   0.354962E-07
   313   0.364015E+04   0.120928E+03   0.563842E-04   0.120928E+03   0.114536E+02   0.100298E-05   0.563842E-04   0.100298E-05   0.353638E-07
   314   0.360609E+04   0.120777E+03   0.558719E-04   0.120777E+03   0.116415E+02   0.101123E-05   0.558719E-04   0.101123E-05   0.352322E-07
   315   0.357208E+04   0.120587E+03   0.553634E-04   0.120587E+03   0.118295E+02   0.101938E-05   0.553634E-04   0.101938E-05   0.351014E-07
   316   0.353816E+04   0.120359E+03   0.548587E-04   0.120359E+03   0.120179E+02   0.102742E-05   0.548587E-04   0.102742E-05   0.349712E-07
   317   0.350433E+04   0.120093E+03   0.543576E-04   0.120093E+03   0.122063E+02   0.103535E-05   0.543576E-04   0.103535E-05   0.348418E-07
   318   0.347060E+04   0.119789E+03   0.538603E-04   0.119789E+03   0.123948E+02   0.104318E-05   0.538603E-04   0.104318E-05   0.347132E-07
